type,description,severity,location.type,location.coordinates[0],location.coordinates[1],location.name,reportedAt,verified
other,Manage set necessary lay region citizen air whether produce tree.,4,Point,77.24701196751403,28.54549267983518,Sant Nagar,2024-09-26T07:05:51,True
other,Fund management can source news vote certain glass far control response and quality.,5,Point,77.03697785617727,28.585606534145274,Dwarka Sec 9,2024-12-30T04:57:41,False
unsafe_area,Religious challenge place might administration herself.,4,Point,77.2203409863889,28.64502223681759,GB Road,2024-10-04T08:04:47,True
unsafe_area,Agreement social story energy industry grow feel local later source realize parent game.,2,Point,77.06867376938332,28.47915273630972,IFFCO Chowk,2025-03-20T07:47:35,True
harassment,Age that play will once form hot reach daughter behind home phone great.,4,Point,77.22298837995609,28.70952024884226,Majnu Ka Tilla,2025-04-23T04:56:52,True
poor_lighting,Determine next most unit kind they girl.,2,Point,77.13413682857943,28.666296981399285,Zakhira Flyover,2025-03-12T06:17:40,False
theft,Perhaps down deal probably appear positive those catch option those yeah son test.,2,Point,77.0690331346789,28.479982623077337,IFFCO Chowk,2025-01-16T09:48:05,True
other,Across evidence store everyone send total bag officer address meeting.,4,Point,77.16258136054323,28.582468376204815,Dhaula Kuan,2024-09-02T23:41:59,True
other,Building return eight yes only wrong follow early collection responsibility.,4,Point,77.08820340579186,28.69388153599257,Begumpur,2024-10-05T00:58:13,False
theft,Available represent business least nor answer gun film campaign.,3,Point,77.12405023874318,28.536111420616006,Mahipalpur,2024-09-15T10:27:52,True
theft,Grow behavior save listen policy star former determine price hour account news ten.,2,Point,77.24372826454011,28.56784248054833,Moolchand Flyover,2025-04-05T07:04:43,False
harassment,Identify phone security including son here produce or coach similar vote movement.,2,Point,77.22031280440422,28.644492385906656,GB Road,2024-08-25T13:02:18,True
theft,Moment clearly movie ability shake money child health.,3,Point,77.25710633672236,28.734358941365887,Sonia Vihar,2024-06-30T16:22:53,False
other,Together method interview road race story machine important manager adult we.,5,Point,77.06836436146051,28.479092330411273,IFFCO Chowk,2024-09-30T15:35:13,False
unsafe_area,Soon despite wind safe off store little chair discuss player.,5,Point,77.42687623682298,28.70640077106862,Hindon Flyover,2024-07-15T23:51:48,False
harassment,Follow general skin form pick type record major Mr leader everybody whom.,4,Point,77.03794662232535,28.58601025753143,Dwarka Sec 9,2024-07-09T11:21:38,False
poor_lighting,Wife history thought up investment follow build security brother.,2,Point,77.16333127566855,28.582898064302018,Dhaula Kuan,2025-02-09T03:08:24,False
poor_lighting,Manage either difference party green five should single job thought particularly key out.,2,Point,77.17220190709585,28.461206912774998,Fatehpur Beri,2024-09-14T17:49:16,False
theft,Trial anyone western go mean contain.,5,Point,77.03722842356194,28.58601426182118,Dwarka Sec 9,2025-05-04T18:48:26,False
poor_lighting,How court also serve force little police.,2,Point,77.21645546113356,28.538958888119467,Malviya Nagar,2024-08-20T11:41:21,False
harassment,Certain modern service social Democrat sign outside look improve.,5,Point,77.21474375862165,28.53962613933683,Malviya Nagar,2024-07-03T10:25:22,False
unsafe_area,Pick short job reason western source them wife ever soldier cultural feel above.,2,Point,77.10754835697779,28.720981914943998,Rithala Metro,2025-05-06T02:49:29,False
unsafe_area,That just drop some money hundred section bit generation end.,4,Point,77.19153824328431,28.64809646010143,Mera Bridge,2024-11-23T08:30:54,False
unsafe_area,Generation one throughout American three machine.,3,Point,77.2512072938917,28.504337083313153,Sangam Vihar,2024-09-26T07:01:26,False
harassment,Plan case carry pick see house recent soldier perhaps as out.,5,Point,77.03622142048224,28.812129143679858,Bawana,2024-08-12T22:54:55,True
harassment,Start give know phone radio sort hair amount wonder these we wide.,2,Point,77.25815050773816,28.73430078223764,Sonia Vihar,2025-03-22T03:01:12,True
poor_lighting,News team purpose law themselves near become city.,2,Point,77.25025702692078,28.59231700050586,Nizamuddin Station,2024-08-24T07:24:52,False
unsafe_area,Employee wall he local mention eye house knowledge participant strategy story.,4,Point,77.18433355779993,28.49793325759352,Chattarpur,2025-05-02T20:49:01,False
other,Bank sit none now beyond measure lay hear attention occur.,3,Point,77.05204049672696,28.621376485984744,Uttam Nagar,2025-03-08T15:56:32,False
theft,Federal soldier page close deal beyond truth people concern.,2,Point,77.25749077001218,28.73541545745971,Sonia Vihar,2025-04-05T08:54:29,False
harassment,Military popular production live key its here five today.,4,Point,77.13395746119222,28.666834579521165,Zakhira Flyover,2024-12-18T10:26:37,True
other,Gun field partner possible remain police.,4,Point,77.24610543721516,28.546646416991635,Sant Nagar,2024-10-11T06:44:50,False
harassment,Worker it likely manage from improve nor week.,4,Point,77.2162326992612,28.53991081465739,Malviya Nagar,2025-03-23T09:29:26,False
other,Stop enter partner today main water.,2,Point,77.24283400252533,28.567487611352426,Moolchand Flyover,2025-03-10T23:19:06,False
theft,Fear both decision order level yes professional body wear.,4,Point,77.2765585541049,28.68254772900616,Seelampur,2025-02-19T08:46:04,True
harassment,Left teach short pass enjoy production stand process reason.,3,Point,77.22221202151111,28.708324173802737,Majnu Ka Tilla,2024-12-19T08:19:37,True
theft,Common wall life matter husband billion garden.,2,Point,77.03765778610406,28.586174404991578,Dwarka Sec 9,2025-02-21T04:39:25,False
other,Finally hour forget possible life people finish down certain happen health need.,5,Point,77.15163324042801,28.649677585395054,Shadipur Metro,2025-05-04T08:44:14,False
other,Size student magazine our strategy gun maybe president I choice today most training.,5,Point,77.24364694083239,28.569203262523583,Lajpat Nagar,2025-02-13T09:25:25,False
theft,Since improve draw score pretty while few.,2,Point,77.22069959643476,28.64441378602495,GB Road,2024-06-15T04:55:13,False
harassment,Adult big hundred or wish plant benefit role manage.,5,Point,76.99309903592427,28.609265144562364,Najafgarh,2025-01-29T13:20:58,True
theft,Result southern really wind buy glass floor future among require material exist.,2,Point,77.22105014411567,28.644431140861446,GB Road,2025-03-18T17:16:33,False
other,Also left course station beyond back girl question probably always bit.,3,Point,77.08830394427771,28.48289814263871,Sikandarpur Metro,2025-04-01T15:08:33,True
theft,Vote least so especially almost myself.,5,Point,77.2432984783719,28.567205839906435,Moolchand Flyover,2025-03-13T14:39:26,False
theft,Concern more finish better tough choose see half special door near social one.,5,Point,77.10801923672038,28.7202608282181,Rithala Metro,2024-12-04T08:40:12,True
harassment,Quality good cup investment yourself happy purpose green money imagine major.,4,Point,77.25040111022092,28.591348071283893,Nizamuddin Station,2024-12-07T23:12:44,False
harassment,Car Mrs establish be degree song star.,4,Point,77.06892512300837,28.478909548768716,IFFCO Chowk,2025-04-03T00:28:54,False
harassment,Partner avoid couple page treat finally manage finally.,4,Point,77.21042068354967,28.521962904742264,Saket,2025-02-08T02:49:04,False
harassment,It surface type finish Republican road increase shoulder.,3,Point,77.2201231802146,28.643388675426113,Kamla Bridge,2025-05-23T22:57:25,True
other,Week environmental white cultural should wind.,4,Point,77.17180682410797,28.45984827969444,Fatehpur Beri,2025-02-28T17:30:14,False
poor_lighting,Professional trial purpose direction hair pick.,3,Point,77.24590183269979,28.54576985433948,Sant Nagar,2025-05-08T01:12:01,False
unsafe_area,Night check station message window garden we protect down role.,5,Point,77.21012794328385,28.66226681635326,Sadar Bazar,2025-04-24T23:04:03,False
theft,Watch remain son center media shake hospital voice billion special public whatever someone.,5,Point,77.13502854233742,28.665860304124067,Zakhira Flyover,2024-08-18T00:55:22,False
theft,Enough price focus city help type.,3,Point,77.08829266848703,28.69372421752982,Begumpur,2025-01-27T21:23:52,False
unsafe_area,Smile national south chair four peace fill with serve later enough pick.,3,Point,77.08850582058149,28.692283783299388,Begumpur,2024-11-08T02:20:19,False
unsafe_area,Record Congress rather first expert baby minute something reach program.,3,Point,77.03635184424644,28.812235178104036,Bawana,2025-04-07T09:10:43,True
theft,Be high late memory adult full around need possible music.,2,Point,77.2498267828801,28.50598205299774,Sangam Vihar,2025-03-09T10:48:38,True
harassment,Describe study reveal message sister Mr today technology voice employee provide coach watch.,3,Point,77.21176239453801,28.522236613230636,Saket,2024-09-23T20:24:56,False
harassment,During drug environment arrive best continue college debate home crime meet there.,2,Point,77.22112337955683,28.645338834277684,GB Road,2024-11-14T20:03:18,False
unsafe_area,Light lot run action instead professor itself will down.,4,Point,77.10719585071935,28.72115408691106,Rithala Metro,2024-12-12T01:48:07,False
poor_lighting,Certain page able inside lot stuff PM control behind challenge.,2,Point,77.16377071730966,28.583235503722456,Dhaula Kuan,2024-10-01T23:14:59,False
other,Model might night prevent bill hope off and though provide hit father.,3,Point,77.08794445039382,28.692652397790773,Begumpur,2024-10-20T01:17:27,False
other,Either investment fear open bar already responsibility range discuss race hit.,4,Point,77.16354855357693,28.58289774874706,Dhaula Kuan,2025-06-03T13:15:37,False
poor_lighting,Somebody notice whole rest seek population director candidate sport.,2,Point,76.99361002816593,28.610148137988865,Najafgarh,2024-07-28T22:32:15,False
theft,Late apply need scene health off could year central hospital west left compare.,5,Point,77.1860521032646,28.49941034931769,Chattarpur,2024-10-21T10:54:50,False
unsafe_area,Attack eat top rock sit game commercial somebody cell.,5,Point,77.10676242626755,28.7208385830606,Rithala Metro,2024-07-28T09:23:07,True
other,Number upon agent remain lay society method center successful owner current.,5,Point,77.25842576467195,28.73569698324991,Sonia Vihar,2024-11-04T09:55:49,False
unsafe_area,Discuss me fear radio perform bar impact large those for be find.,5,Point,77.05140809188507,28.62243012166965,Uttam Nagar,2025-06-06T02:20:37,False
poor_lighting,Help design real generation ago clear bank another space.,3,Point,77.2429713646395,28.566936452807603,Moolchand Flyover,2024-07-18T19:35:21,False
unsafe_area,Treat each beautiful form message play religious.,3,Point,77.22119890012198,28.644810635394307,GB Road,2025-01-20T09:19:37,True
poor_lighting,Activity determine space television law manage manage tax recognize court generation matter traditional.,2,Point,77.25828689208294,28.73499596432637,Sonia Vihar,2025-05-27T09:05:52,False
harassment,Field can travel recognize above behavior hot must discussion play new fly dream.,2,Point,77.21011697972641,28.6459923885962,Paharganj,2024-11-11T01:34:18,False
harassment,Else series law strategy leader tend itself art hold difference foot west successful.,3,Point,77.21950417452263,28.64598367454188,GB Road,2025-06-11T02:59:10,True
poor_lighting,Sometimes lawyer play success successful police line door direction computer oil inside stock.,3,Point,77.27783616713921,28.682757479448405,Seelampur,2025-03-23T03:37:21,False
harassment,Four sense matter woman yes future single few exactly mouth amount.,3,Point,77.1916602834776,28.64918575945362,Mera Bridge,2024-10-10T07:56:21,True
harassment,Rise describe bring behavior general affect game face low lawyer single.,2,Point,77.19138449629827,28.649042859562076,Mera Bridge,2025-01-27T03:38:40,True
unsafe_area,Stage responsibility federal local story black anything well office hot.,2,Point,77.15128285687291,28.648434660586616,Shadipur Metro,2025-05-22T15:57:19,False
other,Gun purpose go game change north lay coach raise decide medical.,4,Point,77.13452467313418,28.66547723200716,Zakhira Flyover,2024-09-26T16:42:51,False
other,Serve oil participant election rate more.,2,Point,77.25754758381976,28.734792831045485,Sonia Vihar,2024-10-27T23:08:14,True
poor_lighting,Activity its rich rock consider tend practice television attack mind use.,2,Point,77.15232054157931,28.649289817542922,Shadipur Metro,2025-04-14T02:10:43,False
poor_lighting,Live person television third three keep hear American pressure notice throw image heavy.,3,Point,76.99436099419349,28.609335939195855,Najafgarh,2024-12-24T11:47:12,False
poor_lighting,Operation these space type attorney size area just draw group candidate.,2,Point,76.99279744183575,28.608981362558325,Najafgarh,2025-02-01T08:31:15,True
harassment,Common produce allow much too trouble explain clearly cover walk drop.,2,Point,77.19299645144416,28.64769535994094,Mera Bridge,2025-04-16T10:09:23,True
poor_lighting,Democratic operation discover evidence against husband remain.,3,Point,77.13475854061006,28.66657545161426,Zakhira Flyover,2024-06-25T03:59:10,False
unsafe_area,Not window remain quite able partner pressure course join they.,2,Point,77.0692365386865,28.480059746540253,IFFCO Chowk,2024-10-17T23:04:23,False
theft,Out bed media drug resource any size.,5,Point,76.99322841866547,28.609812363327055,Najafgarh,2025-05-15T01:01:08,False
harassment,Effect though new expert long water early bring official.,2,Point,77.24430613516574,28.567762759024518,Lajpat Nagar,2025-04-03T01:59:25,True
unsafe_area,Situation eight gun white toward morning according easy know set few car.,5,Point,77.22179497927104,28.70931665889869,Majnu Ka Tilla,2024-10-21T19:22:20,False
unsafe_area,Look teacher week nearly point land.,3,Point,77.12389056251298,28.536131562386853,Mahipalpur,2024-11-15T14:38:50,False
other,Quickly among reveal week collection eat.,3,Point,77.12396641336031,28.534514877406792,Mahipalpur,2024-07-13T15:56:15,False
harassment,Alone tonight perform response for husband increase decade option office capital specific.,5,Point,77.42576911253555,28.70785104191882,Hindon Flyover,2025-01-20T05:35:19,True
theft,Since city those market step record edge church finally gun impact office.,5,Point,77.27781461379233,28.68331412522313,Seelampur,2024-07-28T09:33:34,False
harassment,Trouble officer finally boy across crime consumer news according above food reduce.,2,Point,77.42652273043608,28.707363075923336,Hindon Flyover,2024-08-22T21:54:05,False
poor_lighting,Maintain full bad voice chair city reflect sell bank thought guess hand.,2,Point,77.10764313605762,28.720209194503468,Rithala Metro,2024-09-27T22:48:00,False
theft,Huge morning people probably receive area.,3,Point,77.03601733128217,28.812065035839087,Bawana,2025-05-25T08:34:36,False
other,Image capital letter practice adult best commercial race number.,5,Point,77.08988726213857,28.693979172741304,Begumpur,2024-09-20T16:14:11,False
unsafe_area,Color anything test huge loss training game same use.,2,Point,77.03613821441519,28.812309905000987,Bawana,2025-04-23T02:37:11,False
harassment,Cut of head weight center draw new huge.,4,Point,77.24661467259807,28.54586521081355,Sant Nagar,2025-03-16T03:08:10,False
unsafe_area,International somebody ten friend within child.,5,Point,77.13542821041175,28.6670580968151,Zakhira Flyover,2024-08-05T17:47:07,False
poor_lighting,Magazine environmental professional garden region per least believe and blood it.,2,Point,77.18480056501465,28.49849854267634,Chattarpur,2025-02-06T02:31:02,False
theft,Protect agree can available candidate budget none near result call dinner change.,4,Point,77.04770857003824,28.6186896251569,Kali Basti,2025-01-19T22:31:17,True
unsafe_area,Success story offer surface senior one measure order billion movement visit.,3,Point,77.18506002151739,28.498393960362705,Chattarpur,2025-06-02T07:43:41,False
other,Trial specific back success soon position bar own wind tough.,5,Point,77.0896370918535,28.69223268680724,Begumpur,2024-12-12T16:50:24,False
other,Store least receive book social finally contain no life draw.,2,Point,76.99366035248657,28.609493271201682,Najafgarh,2024-11-21T11:55:48,False
harassment,History generation bag understand down audience feel offer.,3,Point,77.20387805303872,28.529051258307533,Hauzrani,2025-04-17T22:48:37,False
other,Road dog under its smile lose think election course figure picture garden.,3,Point,77.22185900096713,28.708028422708587,Majnu Ka Tilla,2024-10-10T15:40:34,False
unsafe_area,To million close window heavy live front image represent film thus term positive.,2,Point,77.21656216395719,28.538398919879345,Malviya Nagar,2025-05-04T17:23:12,False
poor_lighting,Party number several difficult up positive political by.,3,Point,77.25891190908591,28.73463115129414,Sonia Vihar,2024-12-14T08:29:51,True
poor_lighting,Ten which phone return nothing act assume recognize lot long camera these if.,2,Point,77.25767755701705,28.73533018540042,Sonia Vihar,2025-03-11T04:48:37,False
harassment,Call energy child almost include outside apply.,3,Point,77.13530606057253,28.666946442319773,Zakhira Flyover,2025-04-05T19:31:34,True
harassment,Responsibility environmental store window treatment quickly chance.,4,Point,77.21492674151905,28.540130287348912,Malviya Nagar,2024-09-16T08:26:44,False
other,Want box least standard how treatment else.,5,Point,77.21006248374384,28.66242155919555,Sadar Bazar,2025-05-16T21:44:09,False
poor_lighting,Inside wide actually activity assume entire truth something design form.,2,Point,77.191775761363,28.648106480326895,Mera Bridge,2025-01-05T07:56:05,True
harassment,Large fill citizen much drug soldier seven seven pattern.,2,Point,77.24982458426275,28.50598424595689,Sangam Vihar,2025-03-07T06:23:00,False
unsafe_area,Treatment loss live various work eat organization smile coach shoulder clear.,4,Point,77.03640701245054,28.811459578215185,Bawana,2024-10-09T10:43:41,False
harassment,Rock door foot amount dark painting administration also will area feel.,5,Point,77.06828028737338,28.478624719961992,IFFCO Chowk,2024-12-07T12:17:19,False
theft,Attack subject find certainly me economic scene foot employee voice research.,5,Point,77.13451570637207,28.66631491553144,Zakhira Flyover,2024-10-02T19:46:01,False
theft,Political by people out right seek same kitchen.,2,Point,77.10647616105383,28.72007275896449,Rithala Metro,2024-11-02T17:10:34,False
poor_lighting,Watch different cultural what range hundred affect floor deep.,3,Point,77.24417503823351,28.56753106736466,Moolchand Flyover,2025-04-12T13:41:20,False
harassment,Tend social read company light really free cup still step better determine after.,3,Point,77.24698929698349,28.54688604476893,Sant Nagar,2024-12-18T10:22:46,False
other,Everyone eat together quickly anything worry institution big.,3,Point,77.21020717013472,28.662346859620428,Sadar Bazar,2024-08-22T21:07:04,False
harassment,Fall little effect plant much course standard.,2,Point,77.16337616058763,28.583472292444633,Dhaula Kuan,2024-08-14T13:22:05,True
poor_lighting,Drop get food authority answer eat.,2,Point,77.06800982601254,28.47991731382767,IFFCO Chowk,2024-08-04T18:21:39,False
poor_lighting,Benefit agreement remember hand ground move material sound what environment.,3,Point,77.27656133616478,28.683398561488882,Seelampur,2025-03-12T15:41:05,False
other,Event charge positive reach federal game.,4,Point,77.13421677026359,28.665350223322186,Zakhira Flyover,2024-10-11T03:18:22,True
harassment,Bad per he head because fly.,4,Point,77.24392360061546,28.567355507686507,Moolchand Flyover,2024-12-29T19:22:50,False
poor_lighting,Walk side away before economic with.,2,Point,77.21062839970243,28.644590314530948,Paharganj,2025-05-24T12:49:03,False
theft,Tough glass sea role financial which use wind pattern themselves.,3,Point,77.2092576777284,28.66256445639432,Sadar Bazar,2024-07-27T05:21:49,True
other,Reality teach finish many building use it discover when place.,2,Point,76.99359787300132,28.610123154203784,Najafgarh,2024-08-04T12:41:35,False
other,Important admit six build improve suddenly avoid prove movie.,4,Point,76.99330729956556,28.60870087143623,Najafgarh,2024-11-03T02:29:19,False
unsafe_area,Down capital them a job available among child fire none history.,2,Point,76.99303809637935,28.609815795024236,Najafgarh,2025-04-24T12:47:32,True
harassment,Property information knowledge theory fill rate realize institution tree measure.,2,Point,77.13455395417576,28.665413657392435,Zakhira Flyover,2025-03-30T20:48:37,False
unsafe_area,Also analysis trouble she individual benefit anyone describe chance store modern newspaper Mrs.,2,Point,77.10728170770913,28.720528564500196,Rithala Metro,2024-09-02T21:55:28,False
harassment,Exactly wind hospital boy voice never.,4,Point,77.2159969715136,28.538536759614725,Malviya Nagar,2024-07-28T16:50:33,False
harassment,Whom list movie good month rate usually us animal go along.,5,Point,77.21151632299315,28.644836835761794,Paharganj,2025-01-30T01:53:03,True
unsafe_area,Free hundred news serve herself compare alone look choose major.,2,Point,77.2164501454841,28.53956282240634,Malviya Nagar,2025-04-30T12:45:44,False
unsafe_area,Right work both protect ten language.,3,Point,77.03512201503536,28.81151874332174,Bawana,2025-02-15T00:36:21,False
other,Leader goal executive letter development right sit where.,4,Point,77.03550904118678,28.81208853573704,Bawana,2024-09-08T16:04:01,False
poor_lighting,Shoulder page weight minute out pick.,2,Point,77.20487913539297,28.52843276969576,Hauzrani,2025-01-21T17:18:43,False
other,Billion effort with parent daughter left bag hold enjoy along.,5,Point,77.24972922143945,28.504002905279066,Sangam Vihar,2024-11-30T07:50:45,False
theft,Money rich last attention night several throw base fight issue.,3,Point,77.25066040823043,28.505628892461072,Sangam Vihar,2024-10-28T19:49:28,False
theft,Somebody start debate field unit become any personal keep open chair rest care.,2,Point,77.21519999194958,28.538661711302375,Malviya Nagar,2025-01-06T00:24:42,True
unsafe_area,Investment serve degree side region lot drop quality between manager.,3,Point,77.13415309814155,28.667130439788373,Zakhira Flyover,2025-01-16T20:57:27,True
theft,Board situation style blue executive lose child system century professor catch heart.,2,Point,77.21902751984318,28.643559941415432,Kamla Bridge,2025-04-28T04:18:09,True
unsafe_area,Front agency around garden operation all year result program.,3,Point,77.1722959266869,28.460093975110713,Fatehpur Beri,2025-01-28T02:41:41,True
poor_lighting,Successful nothing many piece down member career help hot actually sometimes sign eat.,3,Point,77.10713773186625,28.720757449279123,Rithala Metro,2024-09-07T19:41:27,True
theft,Agree oil fact fine past peace.,3,Point,77.0350760013859,28.812178422062892,Bawana,2024-09-10T06:05:53,False
unsafe_area,Man wind everyone join nothing which.,5,Point,77.21557490163816,28.54009828601888,Malviya Nagar,2024-11-21T18:44:42,True
unsafe_area,Wrong including hold mention market crime between paper help certainly.,3,Point,77.06967787337949,28.47832280919822,IFFCO Chowk,2024-08-13T17:59:03,True
other,Sing place argue coach economic can to expert head sea later.,4,Point,77.24602083297194,28.545607679757673,Sant Nagar,2025-05-09T19:23:08,True
poor_lighting,Continue bad hard nor analysis energy type.,2,Point,77.20312753523697,28.528052304574384,Hauzrani,2025-05-10T21:47:52,False
other,Coach television think activity attorney I analysis my boy conference often maintain network side.,5,Point,77.13488850002922,28.66589568595742,Zakhira Flyover,2024-12-20T04:26:13,False
unsafe_area,Almost news son indicate for list particularly stop special talk example field address.,5,Point,77.08886070057481,28.692739278986462,Begumpur,2024-08-15T15:21:19,False
harassment,Really chance Mr student course audience than doctor baby.,3,Point,77.2767691632989,28.68269044071564,Seelampur,2024-11-03T23:59:42,False
harassment,Difficult available structure body mouth receive.,4,Point,77.25074405646406,28.592042485338016,Nizamuddin Station,2024-11-09T03:39:34,False
other,Piece speech turn small page eat off according be enough.,4,Point,77.08794059912357,28.693692805859502,Begumpur,2025-06-10T21:56:56,False
theft,Them nothing season store sport sound past.,4,Point,77.21058858838913,28.644904197535062,Paharganj,2025-03-26T09:23:15,False
unsafe_area,Suggest her price out thousand risk important need since face.,2,Point,77.22103914008032,28.708298192604758,Majnu Ka Tilla,2024-07-02T01:18:10,False
other,Energy exactly cup attorney billion want yourself none.,4,Point,77.425486838275,28.706102921037093,Hindon Flyover,2024-07-24T16:43:07,True
unsafe_area,Act work TV recently discuss fire break them protect.,4,Point,76.99304388312379,28.609892053869437,Najafgarh,2024-10-12T18:10:01,True
other,Late maybe increase occur ever answer yourself hit beyond.,4,Point,77.15164370895066,28.648092179864346,Shadipur Metro,2025-02-26T00:27:37,True
poor_lighting,Learn defense against bit speak government treat even listen watch check foreign.,2,Point,77.21541376130688,28.539915592881087,Malviya Nagar,2024-12-14T22:26:35,False
unsafe_area,Environmental area rise agree Democrat year last election physical party wide last page.,3,Point,77.16322487055386,28.582761646383368,Dhaula Kuan,2024-09-11T16:04:21,False
other,Part remain hotel wide past become staff identify feel.,3,Point,77.21183310311204,28.64486260886506,Paharganj,2024-06-16T03:31:57,True
other,Admit cold service late do assume position animal major way.,2,Point,77.42707954918409,28.706305230320705,Hindon Flyover,2024-09-16T05:44:03,False
theft,Rate already ago move image forward imagine.,3,Point,77.27619371236915,28.68183694091396,Seelampur,2024-07-21T05:19:16,True
harassment,Focus how home eye article kid week hundred.,4,Point,77.42687960313037,28.707386038452217,Hindon Flyover,2025-02-02T06:38:26,False
poor_lighting,Theory her player on million even education attorney activity.,2,Point,77.19118702031382,28.648623548071367,Mera Bridge,2025-02-21T18:23:32,True
harassment,If blood write TV lay life send know wear.,5,Point,77.21578215028296,28.539577993394094,Malviya Nagar,2025-04-07T15:44:47,False
unsafe_area,President finish traditional other speak staff various know.,3,Point,77.22077493654685,28.643491444572984,Kamla Bridge,2024-07-24T13:52:24,True
other,Use available blood region institution appear already.,4,Point,77.18559275816602,28.497600185823845,Chattarpur,2025-02-08T17:44:21,False
other,Color behavior expert beat will ground.,3,Point,77.0878950223592,28.481653798746155,Sikandarpur Metro,2025-05-10T06:34:58,False
poor_lighting,Institution evidence discussion program million professional room world understand hear class nothing board.,2,Point,77.24281390832714,28.567044136458968,Moolchand Flyover,2025-04-11T21:40:36,False
theft,Stand risk growth trade theory serious.,3,Point,77.22158999993593,28.70839528933365,Majnu Ka Tilla,2024-10-13T07:12:23,True
theft,Reason one conference phone woman Democrat history born science local story dog yes.,3,Point,77.08915148768891,28.481662981801,Sikandarpur Metro,2024-09-06T12:54:14,False
poor_lighting,Than shake reason choice media response charge truth society speech state suffer heavy.,3,Point,77.10622653596451,28.72030785895419,Rithala Metro,2024-10-20T11:11:55,False
unsafe_area,Structure check look speech network professional end back understand.,2,Point,77.20987025901277,28.521642750301577,Saket,2024-09-16T05:38:32,True
harassment,Office social thus loss participant key almost accept hair.,2,Point,77.4255235703509,28.707628835120165,Hindon Flyover,2025-02-18T10:43:25,True
unsafe_area,Local director floor parent budget response home.,3,Point,77.21043237836162,28.64579937507827,Paharganj,2024-10-24T03:06:31,False
unsafe_area,Hotel specific newspaper could theory seek.,3,Point,77.16328853918512,28.583557551079945,Dhaula Kuan,2024-11-14T03:45:53,False
unsafe_area,Husband standard movement other administration voice production pick foreign.,5,Point,77.17267338005892,28.460144270029826,Fatehpur Beri,2024-12-20T05:12:53,False
poor_lighting,Suggest discuss response economy car receive.,2,Point,77.12399660422463,28.536352426226934,Mahipalpur,2024-07-22T22:39:36,False
unsafe_area,World huge section who gun call street possible forget perform community world.,4,Point,77.03577089547016,28.81215105225701,Bawana,2024-06-17T05:27:12,False
theft,Project six someone book side area.,2,Point,77.21050053915282,28.661859475647468,Sadar Bazar,2025-04-28T03:28:47,False
other,Interest indeed suffer least no skin whose section phone bank.,5,Point,77.21039931055874,28.662189214103066,Sadar Bazar,2024-07-18T12:59:54,False
harassment,Ability pull new cause shake most field will.,3,Point,77.27646360085605,28.682478050745665,Seelampur,2025-05-03T16:07:48,True
other,Person share rather threat remember night if campaign purpose design article program more.,2,Point,77.0522045546097,28.621282989468263,Uttam Nagar,2024-12-23T05:50:49,False
poor_lighting,We each yeah task voice wide right audience catch write sign.,3,Point,77.19127235990506,28.64806415172143,Mera Bridge,2025-01-06T10:12:05,True
unsafe_area,Carry cause improve seek money worker state business his point physical response stock.,3,Point,77.06948005626828,28.478479424858136,IFFCO Chowk,2024-08-13T21:07:57,False
other,Including share real job draw medical first personal.,3,Point,77.19114287046226,28.64864968009356,Mera Bridge,2025-01-30T00:25:11,False
poor_lighting,Including leg event student challenge sit.,3,Point,77.19155262254166,28.647729269270318,Mera Bridge,2025-02-28T06:55:16,False
harassment,Require safe probably within cause tonight.,2,Point,77.24405060851075,28.5682600951169,Moolchand Flyover,2024-08-11T09:53:36,False
harassment,Source treatment company thousand drive on painting person fly team view.,4,Point,77.24398439608228,28.567029847868643,Moolchand Flyover,2024-10-14T00:57:31,False
harassment,Trade increase either feeling minute set eat two.,3,Point,77.19261074654904,28.64836155975689,Mera Bridge,2025-02-14T01:29:31,False
harassment,Short role itself both will break finally wife determine international agency.,2,Point,77.10807680581142,28.721438450815526,Rithala Metro,2025-03-16T06:04:07,False
other,Agency no look subject fish girl push site argue policy home threat.,4,Point,77.20962160813151,28.66290505866546,Sadar Bazar,2025-04-13T09:30:13,True
other,Most upon appear two officer read administration role west west life break.,5,Point,77.25074444432124,28.591174367605017,Nizamuddin Station,2024-08-22T19:51:07,False
theft,House against certainly food father movement according performance general people nothing.,4,Point,77.25127661971513,28.59160283084246,Nizamuddin Station,2024-12-21T15:46:41,False
harassment,Show return wife someone crime store with system firm get nor.,5,Point,77.20988829283118,28.522234625551498,Saket,2025-02-19T09:13:53,True
theft,Effort later radio available look describe hot.,5,Point,77.25018297828866,28.504690704325387,Sangam Vihar,2025-06-07T16:56:32,False
other,Activity report international which hotel president television bit civil way factor.,3,Point,77.08902600301388,28.693010366695788,Begumpur,2025-05-10T15:28:32,True
poor_lighting,Day air add amount huge economic sea meet.,2,Point,77.25043913259299,28.592581335078503,Nizamuddin Station,2024-08-10T05:37:55,True
theft,Who pick yes next memory development training ten son always line respond modern.,5,Point,76.99360508665016,28.609959199369577,Najafgarh,2024-07-16T19:05:51,True
harassment,Pm director interview good try name change able.,5,Point,77.21062036692801,28.521715833029756,Saket,2024-08-05T09:52:58,False
other,Ask last against far name effect.,4,Point,77.24583398872572,28.54677304644583,Sant Nagar,2025-03-03T00:05:56,False
theft,Join respond majority recently seven decide.,2,Point,77.22260398744116,28.70812142353159,Majnu Ka Tilla,2024-11-15T02:16:28,False
