type,description,severity,location.type,location.coordinates,reportedAt,verified
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.314427, 28.436903]",08-02-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.008246, 28.418762]",09-09-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.473019, 28.683065]",30-01-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[76.998323, 28.491958]",01-01-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.067939, 28.450013]",21-09-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.243556, 28.654641]",02-10-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.347979, 28.524768]",04-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.389531, 28.486179]",19-03-2025 13:24,TRUE
theft,Reported theft case,5,Point,"[77.180375, 28.619766]",27-12-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.043275, 28.448112]",11-03-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.406611, 28.566333]",07-03-2025 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.037042, 28.413128]",23-12-2022 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.402333, 28.487212]",31-05-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.062556, 28.439906]",24-06-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.455134, 28.670627]",21-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.371928, 28.500693]",25-02-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.366009, 28.51135]",19-07-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.482188, 28.69352]",27-10-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.052087, 28.487094]",01-03-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.161881, 28.630161]",15-12-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.319227, 28.391666]",01-05-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.012355, 28.471885]",06-10-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.208202, 28.628874]",10-10-2024 13:24,FALSE
theft,Reported theft case,3,Point,"[77.337975, 28.438127]",18-04-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.358857, 28.549289]",21-04-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.022353, 28.455516]",13-06-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.180481, 28.620526]",22-08-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.385612, 28.571276]",12-08-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.304592, 28.455492]",18-01-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.212406, 28.621673]",08-02-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.336552, 28.45134]",14-12-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.061907, 28.477421]",24-01-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.41708, 28.658564]",13-04-2025 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.359068, 28.569119]",29-04-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.42324, 28.70731]",06-10-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.348294, 28.453548]",05-10-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.38564, 28.529163]",11-07-2023 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.294375, 28.433288]",19-03-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.403789, 28.550245]",13-01-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.231437, 28.575184]",21-09-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.394545, 28.580598]",09-03-2025 13:24,TRUE
theft,Reported theft case,5,Point,"[77.360771, 28.412597]",17-01-2025 13:24,FALSE
theft,Reported theft case,5,Point,"[77.402555, 28.543657]",16-03-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.291658, 28.390013]",12-08-2024 13:24,FALSE
theft,Reported theft case,3,Point,"[77.472512, 28.664676]",19-05-2025 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.485753, 28.635787]",22-07-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.285392, 28.400781]",22-05-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.345082, 28.515666]",01-03-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.311168, 28.428681]",10-02-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.437004, 28.681037]",25-07-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.244036, 28.615158]",21-11-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.409621, 28.491624]",22-05-2025 13:24,TRUE
theft,Reported theft case,3,Point,"[77.338397, 28.366783]",22-03-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.23099, 28.605627]",29-07-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.243348, 28.582636]",05-06-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.330377, 28.405329]",17-01-2025 13:24,FALSE
theft,Reported theft case,2,Point,"[77.189886, 28.61758]",08-02-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.328171, 28.38201]",28-02-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.390624, 28.505004]",03-04-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.209865, 28.663339]",19-10-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.48049, 28.690876]",14-05-2025 13:24,FALSE
theft,Reported theft case,5,Point,"[77.029724, 28.413934]",10-05-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.01439, 28.415023]",03-11-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.490559, 28.703028]",23-03-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.189413, 28.579541]",06-03-2025 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.384464, 28.495499]",12-01-2025 13:24,FALSE
theft,Reported theft case,1,Point,"[77.325159, 28.431758]",27-11-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.356219, 28.486501]",07-01-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.318501, 28.42127]",10-03-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.399644, 28.549446]",12-04-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[76.984461, 28.459189]",21-04-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.349128, 28.384783]",27-03-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.46362, 28.650483]",21-09-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.478793, 28.715696]",19-10-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.447356, 28.697671]",03-10-2023 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.347527, 28.500346]",17-07-2023 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.26974, 28.445971]",13-06-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.337498, 28.415572]",12-03-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.311512, 28.382291]",23-09-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.485515, 28.691031]",15-09-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.442321, 28.714888]",22-05-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.502002, 28.671154]",20-12-2024 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.211143, 28.593272]",29-03-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.046159, 28.507224]",07-05-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.00064, 28.460483]",16-07-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.040191, 28.483521]",28-08-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.392995, 28.494754]",10-07-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.059237, 28.428914]",09-06-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.353853, 28.499073]",26-08-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.422099, 28.706113]",08-02-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.473948, 28.664486]",07-10-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.175643, 28.567423]",01-08-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.175694, 28.603225]",07-07-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.187048, 28.619648]",23-05-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.305669, 28.374201]",12-01-2023 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.20106, 28.614616]",06-05-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[76.990636, 28.454937]",27-07-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.207258, 28.588701]",02-03-2025 13:24,FALSE
theft,Reported theft case,3,Point,"[77.374241, 28.514086]",12-01-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.23682, 28.631264]",10-06-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.362578, 28.513612]",11-03-2024 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.323404, 28.376675]",28-01-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.061595, 28.454748]",26-03-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.362744, 28.377172]",26-09-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.434853, 28.518986]",23-01-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.379644, 28.532627]",15-12-2023 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.434323, 28.711302]",18-03-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.307849, 28.447568]",26-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[76.992065, 28.427457]",06-11-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.413047, 28.565584]",29-06-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,3,Point,"[77.432081, 28.511185]",03-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.475353, 28.624158]",22-11-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.417136, 28.640212]",13-11-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.345347, 28.515901]",15-06-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.475994, 28.708541]",19-05-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.440531, 28.572666]",04-09-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.014303, 28.497108]",25-09-2023 13:24,FALSE
theft,Reported theft case,2,Point,"[77.502022, 28.705901]",09-05-2025 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.348721, 28.379105]",03-11-2023 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.333037, 28.373807]",20-02-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.253129, 28.600846]",01-07-2024 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.445061, 28.680957]",14-01-2023 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.36232, 28.559845]",06-01-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.346383, 28.411172]",29-03-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.472719, 28.715662]",31-12-2022 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.485575, 28.693202]",24-05-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.424901, 28.486215]",31-08-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.045707, 28.478708]",25-05-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.327643, 28.359051]",14-08-2023 13:24,FALSE
theft,Reported theft case,4,Point,"[77.436539, 28.625071]",06-11-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.181752, 28.569524]",27-09-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.051639, 28.423377]",26-05-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.48435, 28.669638]",24-08-2024 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.36032, 28.549198]",04-05-2023 13:24,FALSE
theft,Reported theft case,5,Point,"[77.003914, 28.472273]",17-04-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.243891, 28.582219]",13-05-2023 13:24,TRUE
theft,Reported theft case,5,Point,"[77.487342, 28.631041]",13-11-2024 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.387589, 28.583998]",03-02-2025 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.006587, 28.468779]",13-11-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.345213, 28.416134]",05-05-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.420869, 28.686486]",08-07-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.235935, 28.60005]",17-04-2025 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.426439, 28.667612]",10-12-2022 13:24,TRUE
theft,Reported theft case,4,Point,"[77.426996, 28.574449]",22-04-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.298873, 28.400691]",16-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.326015, 28.360423]",10-06-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.408551, 28.624044]",14-12-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.424831, 28.626732]",02-09-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.23694, 28.588994]",02-03-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.184763, 28.630071]",02-09-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.482226, 28.690167]",14-07-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.449112, 28.668638]",19-01-2025 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.031685, 28.47013]",14-01-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.057463, 28.415898]",14-02-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[76.988598, 28.4984]",01-03-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.314723, 28.364218]",16-05-2024 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.245343, 28.620271]",23-01-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.232821, 28.663318]",20-07-2023 13:24,TRUE
harassment,Reported incident of harassment,4,Point,"[77.20981, 28.606051]",18-12-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.356993, 28.560079]",03-01-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.416274, 28.534243]",10-09-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.068739, 28.504671]",17-07-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.420999, 28.502073]",30-10-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.247821, 28.629721]",11-01-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.057546, 28.49896]",10-07-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.169312, 28.589929]",16-12-2022 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.383077, 28.508909]",10-01-2025 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.03639, 28.480005]",22-03-2024 13:24,TRUE
harassment,Reported incident of harassment,2,Point,"[77.422436, 28.536835]",12-07-2023 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.310873, 28.445928]",12-01-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.415172, 28.582451]",17-10-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.410128, 28.677193]",29-04-2023 13:24,TRUE
other,Miscellaneous safety concern reported,2,Point,"[77.00569, 28.448151]",30-12-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.420404, 28.678073]",21-02-2023 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.332626, 28.372246]",08-04-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.412372, 28.582127]",12-12-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.076061, 28.460581]",06-07-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.05474, 28.487092]",01-12-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.427629, 28.489587]",14-07-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[76.983524, 28.455797]",17-09-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.039701, 28.483587]",28-06-2023 13:24,FALSE
theft,Reported theft case,1,Point,"[77.452228, 28.673022]",11-04-2025 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.342428, 28.492151]",22-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.359483, 28.381583]",08-04-2024 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.229545, 28.646226]",20-03-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.479629, 28.645109]",26-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.228616, 28.59658]",10-04-2024 13:24,FALSE
theft,Reported theft case,3,Point,"[77.404713, 28.579177]",17-03-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.336133, 28.362294]",18-01-2024 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.363454, 28.414697]",21-01-2023 13:24,FALSE
harassment,Reported incident of harassment,3,Point,"[77.459444, 28.67538]",03-03-2025 13:24,TRUE
theft,Reported theft case,5,Point,"[77.28503, 28.378077]",26-02-2025 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.43667, 28.490234]",29-07-2023 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.332915, 28.378454]",31-01-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.429976, 28.647206]",06-07-2024 13:24,FALSE
other,Miscellaneous safety concern reported,2,Point,"[77.272516, 28.403745]",12-10-2024 13:24,FALSE
theft,Reported theft case,2,Point,"[77.485014, 28.681591]",28-12-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.177512, 28.650468]",10-04-2023 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.194915, 28.593276]",30-07-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,1,Point,"[77.474366, 28.651635]",07-10-2024 13:24,FALSE
theft,Reported theft case,5,Point,"[77.429506, 28.496942]",30-05-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.034512, 28.411387]",19-07-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.454345, 28.69926]",20-12-2022 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.35741, 28.411513]",03-07-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.416266, 28.656522]",22-08-2024 13:24,FALSE
theft,Reported theft case,2,Point,"[77.41581, 28.661122]",26-12-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.315675, 28.413296]",21-04-2025 13:24,TRUE
theft,Reported theft case,5,Point,"[77.383879, 28.575951]",23-04-2025 13:24,TRUE
theft,Reported theft case,2,Point,"[77.383816, 28.499866]",03-02-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.465731, 28.692231]",24-02-2024 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.024816, 28.504081]",17-07-2023 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.272494, 28.433699]",24-06-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.212929, 28.585846]",11-04-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[76.992065, 28.462006]",16-11-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.499453, 28.711739]",01-05-2023 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.457059, 28.677713]",02-05-2023 13:24,TRUE
theft,Reported theft case,2,Point,"[77.38122, 28.511293]",17-06-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.499216, 28.676803]",25-07-2023 13:24,FALSE
theft,Reported theft case,3,Point,"[77.006388, 28.474888]",25-12-2022 13:24,FALSE
theft,Reported theft case,2,Point,"[77.373683, 28.556815]",24-04-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.192065, 28.602641]",10-11-2024 13:24,TRUE
other,Miscellaneous safety concern reported,5,Point,"[77.364059, 28.397478]",14-03-2023 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.426034, 28.551168]",14-05-2023 13:24,TRUE
theft,Reported theft case,1,Point,"[77.323245, 28.415683]",18-05-2024 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.415616, 28.552971]",01-02-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.432551, 28.554279]",21-04-2025 13:24,FALSE
harassment,Reported incident of harassment,4,Point,"[77.360024, 28.416092]",04-07-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.292907, 28.443622]",15-11-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.499862, 28.639189]",19-09-2024 13:24,TRUE
theft,Reported theft case,5,Point,"[77.190037, 28.574821]",23-12-2023 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.244444, 28.606625]",28-02-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.209448, 28.663231]",08-01-2025 13:24,FALSE
theft,Reported theft case,3,Point,"[77.428104, 28.710932]",14-08-2024 13:24,TRUE
theft,Reported theft case,1,Point,"[77.371338, 28.574573]",22-12-2023 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,1,Point,"[77.231605, 28.640345]",07-12-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.204374, 28.604497]",25-03-2024 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,2,Point,"[77.434428, 28.526813]",10-03-2024 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.439085, 28.624411]",01-08-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,4,Point,"[77.389372, 28.516613]",04-01-2024 13:24,TRUE
theft,Reported theft case,3,Point,"[77.195216, 28.647414]",03-03-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,2,Point,"[77.40762, 28.667352]",12-07-2024 13:24,FALSE
theft,Reported theft case,1,Point,"[77.251005, 28.641288]",04-05-2023 13:24,TRUE
theft,Reported theft case,3,Point,"[77.350995, 28.387459]",20-10-2023 13:24,FALSE
other,Miscellaneous safety concern reported,4,Point,"[77.364001, 28.562518]",04-06-2024 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.370388, 28.576349]",30-08-2023 13:24,FALSE
other,Miscellaneous safety concern reported,5,Point,"[77.234459, 28.577912]",03-06-2024 13:24,FALSE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.069354, 28.4632]",26-01-2025 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.228732, 28.631132]",04-07-2024 13:24,FALSE
theft,Reported theft case,2,Point,"[77.299735, 28.425736]",05-06-2024 13:24,FALSE
harassment,Reported incident of harassment,5,Point,"[77.272298, 28.403516]",01-06-2024 13:24,FALSE
harassment,Reported incident of harassment,2,Point,"[77.452572, 28.678776]",14-05-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,3,Point,"[77.428108, 28.492279]",16-08-2024 13:24,TRUE
unsafe_area,Known unsafe area based on prior incidents,5,Point,"[77.346146, 28.364178]",05-04-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.405131, 28.680512]",23-08-2024 13:24,TRUE
theft,Reported theft case,3,Point,"[77.435032, 28.62331]",04-01-2025 13:24,FALSE
poor_lighting,Area reported to have poor street lighting,4,Point,"[77.471778, 28.637463]",06-01-2023 13:24,TRUE
harassment,Reported incident of harassment,1,Point,"[77.476373, 28.677283]",14-05-2025 13:24,TRUE
theft,Reported theft case,4,Point,"[77.251571, 28.610103]",27-06-2023 13:24,TRUE
poor_lighting,Area reported to have poor street lighting,5,Point,"[77.342823, 28.528244]",12-05-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.206462, 28.637676]",17-01-2023 13:24,TRUE
harassment,Reported incident of harassment,3,Point,"[77.014289, 28.503605]",02-01-2024 13:24,FALSE
other,Miscellaneous safety concern reported,1,Point,"[77.054441, 28.431995]",13-05-2025 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.368154, 28.52135]",29-04-2023 13:24,TRUE
theft,Reported theft case,4,Point,"[77.383, 28.497005]",01-07-2024 13:24,FALSE
harassment,Reported incident of harassment,1,Point,"[77.284345, 28.451899]",05-05-2023 13:24,FALSE
other,Miscellaneous safety concern reported,3,Point,"[77.472937, 28.717241]",22-01-2024 13:24,TRUE
theft,Reported theft case,4,Point,"[77.011958, 28.476165]",05-03-2024 13:24,TRUE
harassment,Reported incident of harassment,5,Point,"[77.48634, 28.705323]",28-12-2024 13:24,FALSE
theft,Reported theft case,3,Point,"[77.041005, 28.505333]",06-04-2023 13:24,FALSE
theft,Reported theft case,1,Point,"[77.04522, 28.448641]",04-02-2025 13:24,TRUE
other,Miscellaneous safety concern reported,3,Point,"[77.47608, 28.647896]",20-12-2024 13:24,TRUE
other,Miscellaneous safety concern reported,4,Point,"[77.451579, 28.650631]",13-09-2023 13:24,TRUE
other,Miscellaneous safety concern reported,1,Point,"[77.246552, 28.564269]",11-04-2024 13:24,TRUE
